Visa Rank	Employer	H1B LCA(2017-2019) (Denied, Withdrawn/Total)	Green Card LC(2017-2019)  (Denied, Withdrawn/Total)
6602	-	Ignite Media Solutions, Llc	-	-
6603	-	Meraki, Inc.	-	-
6604	-	Kisco Enterprises, Inc. Dba Mt. Kisco Japanese Restaurant	-	-
6605	-	Micros Systems, Inc.	-	-
6606	-	Technotec, Inc.	-	-
6607	-	Aspera, Inc.	-	-
6608	-	The Grey Lake, Inc. Dba Metro 53	-	-
6609	-	Northbound Llc	-	-
6610	-	Digital Nervous Systems	-	-
6611	-	Esrg	-	-
6612	-	K&C Technology Corporation	-	-
6613	-	Flushing Grand Hotel, Inc	-	-
6614	-	Incoda Corporation	-	-
6615	-	Applied Bpo, Llc	-	-
6616	-	Tiziana Jackson	-	-
6617	-	America's Digital Security Inc.	-	-
6618	-	Nanosemantics Inc	-	-
6619	-	Premier Food Concepts, Llc	-	-
6620	-	Enty's Inc.	-	-
6621	-	Malo Consulting Nj, Inc.	-	-
6622	-	Case Consulting Group, Inc.	-	-
6623	-	S.G.M.G.	-	-
6624	-	Paymaster Technology Corporation	-	-
6625	-	Ease, Inc	-	-
6626	-	Millionaire Llc	-	-
6627	-	New Nagoya Inc,(Dba Nagoya Japanese Restaurant)	-	-
6628	-	Sqlcorp	-	-
6629	-	Seamless Technologies, Inc.	-	-
6630	-	Bthree Solutions, Inc.	-	-
6631	-	Baggio Ltd., D/B/A	-	-
6632	-	Jsky Solution Inc.	-	-
6633	-	Bertrand's At Mr. A's	-	-
6634	-	Pasha, Inc.	-	-
6635	-	Datamatics Inc	-	-
6636	-	Helpful Technologies, Inc	-	-
6637	-	Remedy Informatics, Inc.	-	-
6638	-	Golden J's Pizza Llc	-	-
6639	-	San Giovanni	-	-
6640	-	Brainfuse, Inc.	-	-
6641	-	Bahpco, Inc.	-	-
6642	-	Mango Health, Inc.	-	-
6643	-	Gis Solutions Inc.	-	-
6644	-	Rezult Group	-	-
6645	-	561 Media	-	-
6646	-	Applied Process Solutions, Inc.	-	-
6647	-	Orense Spain Inc. D/B/A Sevilla Spain Restaurant	-	-
6648	-	520 Happy Times, Inc. D/B/A Houndstooth Pub	-	-
6649	-	Sungard Investment Systems Llc	-	-
6650	-	Cegedim, Inc.	-	-
6651	-	Pscu Financial Services	-	-
6652	-	Venarc, Inc.	-	-
6653	-	Attributor Corporation	-	-
6654	-	Oneid Inc.	-	-
6655	-	Health Care Dataworks	-	-
6656	-	Alliance Global Services Llc	-	-
6657	-	Aurigma, Inc.	-	-
6658	-	World Discount Telecommunications Co. Inc.	-	-
6659	-	Centersoft, Inc	-	-
6660	-	Image Stream Medical, Inc.	-	-
6661	-	Nzm Restaurant Corp	-	-
6662	-	Kwong's Restaurant, Inc. Dba Chinn's Restaurant	-	-
6663	-	Us Merchant Systems Llc	-	-
6664	-	Rosko Holdings D/B/A Song	-	-
6665	-	Amalgam Technologies Inc	-	-
6666	-	A&F, Inc. Dba Subway 1636	-	-
6667	-	Incentone	-	-
6668	-	Corvil Inc.	-	-
6669	-	Pt Mex Llc Dba Caracara Mexican Grill	-	-
6670	-	Geminiitlabs Inc	-	-
6671	-	Eucalyptus Systems, Inc.	-	-
6672	-	Global Food Services Llc	-	-
6673	-	Sumall, Inc.	-	-
6674	-	Corporacion Sidif Del Caribe	-	-
6675	-	Portal Solutions	-	-
6676	-	Condusiv Technologies Corporation	-	-
6677	-	Coolnet, Llc	-	-
6678	-	Marlborough Software Development Holdings, Inc.	-	-
6679	-	Ibiza, Inc.	-	-
6680	-	E Jo Salt Lake Restaurant Llc	-	-
6681	-	Activecubes Solutions India Private Limited	-	-
6682	-	Research Systems, Inc Dba Itt Vis	-	-
6683	-	Business & Technology Integration, Inc.	-	-
6684	-	Dynamic Software Solutions Inc	-	-
6685	-	Dhingana, Inc.	-	-
6686	-	Distributrd Information Technolgy, Inc.	-	-
6687	-	Gse Systems, Inc.	-	-
6688	-	Choice Solutions Inc	-	-
6689	-	3sg Corporation	-	-
6690	-	Galmay Corporation	-	-
6691	-	Good Stuff	-	-
6692	-	333 Fish Tacos Ny 1, Llc	-	-
6693	-	Apex Consultancy Services Inc	-	-
6694	-	Pointsource, Llc	-	-
6695	-	Starlight Magnex Corporation, Dba Kushi Shabu	-	-
6696	-	3d Infotech	-	-
6697	-	Entrypoint Consulting, Llc	-	-
6698	-	Emdat, Inc.	-	-
6699	-	Data Intensity, Inc.	-	-
6700	-	Frank's Pizza	-	-
6701	-	Saigram Technologies, Inc.	-	-
6702	-	3rdl Corporation	-	-
6703	-	Commscope Inc. Of North Carolina.Á	-	-
6704	-	955 Dreams, Inc.	-	-
6705	-	Playdom, Inc., Part Of The Walt Disney Company	-	-
6706	-	Payoda Inc.	-	-
6707	-	Star Protection Agency Llc	-	-
6708	-	La Finca Cinco Iii, Inc.	-	-
6709	-	Umit International Trading Llc	-	-
6710	-	Typesafe, Inc.	-	-
6711	-	Tiburon, Inc.	-	-
6712	-	Unleaded Software Inc.	-	-
6713	-	Ninja Inc	-	-
6714	-	Margherita's Pizzeria & Cafe	-	-
6715	-	Ark Technology Solutions Llc	-	-
6716	-	Qbase, Llc	-	-
6717	-	Systech Integrators Inc.	-	-
6718	-	Thai Group Incorporated	-	-
6719	-	420 East 59th Rest. Llc	-	-
6720	-	Telkite Services, Inc.	-	-
6721	-	Cheela Corporation	-	-
6722	-	Metro Entertainment Inc	-	-
6723	-	Tantus Technologies, Inc.	-	-
6724	-	Productspace Solutions Inc.	-	-
6725	-	Lascom Solutions	-	-
6726	-	Ockham Development Group, Inc.	-	-
6727	-	Sark Technology Llc	-	-
6728	-	Firetide, Inc.	-	-
6729	-	Jj Su And Family Inc.	-	-
6730	-	Eshaan V Limited Liability Company	-	-
6731	-	Primestream Corporation	-	-
6732	-	Brentwood Subway Inc,	-	-
6733	-	Automated Vision, Llc	-	-
6734	-	Bridge-X Technologies, Inc.	-	-
6735	-	Bruno-Ristorante Italiano	-	-
6736	-	Ganlaon Corporation	-	-
6737	-	Rock'N Fish	-	-
6738	-	Wissen Inc	-	-
6739	-	B2c Industries Inc.	-	-
6740	-	Incalus, Inc.	-	-
6741	-	Red 5 Studios, Inc.	-	-
6742	-	Atv Food Mart, Inc. D/B/A Five Star Banquet & Rest	-	-
6743	-	Sood & Herrick Investments Ltd	-	-
6744	-	Kpr Systems, Inc.	-	-
6745	-	Qinetiq North America, Inc.	-	-
6746	-	Jang Mo Ziep, Inc.Dba, Jang Mo Ziep	-	-
6747	-	Mips Technologies, Inc.	-	-
6748	-	Robson Specialty Inc.	-	-
6749	-	Mutual Computer Consulting, Inc.	-	-
6750	-	Saveology.Com	-	-
6751	-	Innovations Technology, Inc.	-	-
6752	-	Prolexic Technologies, Inc.	-	-
6753	-	Radiology Information Systems, Inc.	-	-
6754	-	Nippon Travel Agency Micronesia, Inc.	-	-
6755	-	Crm Technology Inc.	-	-
6756	-	Raven Industries, Inc.	-	-
6757	-	Akibia, Inc.	-	-
6758	-	Abk Ventures, Llc	-	-
6759	-	Nisha Llc	-	-
6760	-	Bbc Venture Llc	-	-
6761	-	Taxware, Llc	-	-
6762	-	Exablox Corporation	-	-
6763	-	Rikyu Llc	-	-
6764	-	Abmn-Batesville, Inc.	-	-
6765	-	Sparkart Group Inc.	-	-
6766	-	Attask, Inc.	-	-
6767	-	Think Big Analytics, Inc.	-	-
6768	-	Navitrust Inc	-	-
6769	-	Onyx Graphics, Inc.	-	-
6770	-	Rattan Inc. D/B/A Tamarind Restaurant	-	-
6771	-	Miseno Pizza, Inc.	-	-
6772	-	Itekvision Inc.	-	-
6773	-	Accelerated Technology Laboratories, Inc.	-	-
6774	-	Namaste Cuisine Of India And Nepal	-	-
6775	-	Softlayer Technologies, Inc.	-	-
6776	-	Jung & Young, Inc. Dba Man Doo Rang Restaurant	-	-
6777	-	Platon Communications Corp.	-	-
6778	-	Twinstrata, Inc.	-	-
6779	-	Narus, Inc.	-	-
6780	-	Power Assure, Inc.	-	-
6781	-	Uth Colony Properties, Inc.	-	-
6782	-	Valex, Llc	-	-
6783	-	Mak Technologies	-	-
6784	-	Full Line Tin Restaurant. Inc.	-	-
6785	-	Colonels Limited, Llc	-	-
6786	-	Hughes Telematics, Inc.	-	-
6787	-	Zanett Commercial Solutions, Inc.	-	-
6788	-	Bondib Hotels, Inc., Dba, The Poughkeepsie Grand Hotel	-	-
6789	-	Zek, Inc.	-	-
6790	-	Vasko Inc	-	-
6791	-	Obika Usa, Llc	-	-
6792	-	Ident-A-Kid Services Of America, Inc.	-	-
6793	-	Scott Enterprises, Inc.	-	-
6794	-	Dorado Software, Inc.	-	-
6795	-	Guru Kirpa, Inc. Dba Taste Of India	-	-
6796	-	Profit Velocity Solutions, Llc	-	-
6797	-	Advertical Llc Dba Cando.Com	-	-
6798	-	Bluenog Corporation	-	-
6799	-	Surf Shack Interactive	-	-
6800	-	Factorum Inc	-	-
6801	-	Wholesome Choice Market Inc.,	-	-
6802	-	Bncs Inc	-	-
6803	-	Raima Inc.	-	-
6804	-	Susan Batson Studio Llc	-	-
6805	-	Sk Shiso Llc	-	-
6806	-	Four Seasons Agency Of Hawaii, Inc.	-	-
6807	-	Netzero, Inc. (A United Online, Inc. Company)	-	-
6808	-	Effone Software Inc.	-	-
6809	-	Applabs, Inc.	-	-
6810	-	Solid Silicon Technology, Llc Dba Aragio Solutions	-	-
6811	-	Health Guru Media Inc.	-	-
6812	-	Ecvision Inc.	-	-
6813	-	Somang Enterprise, Inc. (D/B/A Bentto)	-	-
6814	-	Soundbite Communications, Inc.	-	-
6815	-	Mindshare Technologies, Inc.	-	-
6816	-	Sunstorm Games, Llc	-	-
6817	-	Mercury And Earth, Llc.	-	-
6818	-	Dong H. Shin Enterprises, Inc.; Dba So Kong Dong T	-	-
6819	-	Power Tools, Inc. Dba Axceler	-	-
6820	-	Rise Inc.	-	-
6821	-	Jay Kay Food Corp	-	-
6822	-	Dimora Ristorante, Inc.	-	-
6823	-	Dotcloud, Inc.	-	-
6824	-	The Alpenhof Lodge Associates	-	-
6825	-	Depierelli Llc. Dba Route 66	-	-
6826	-	E C Group Inc.T/A Kokeeri	-	-
6827	-	Concepts Info Tech, Llc	-	-
6828	-	Websense, Inc.	-	-
6829	-	Jaspersoft Corporation	-	-
6830	-	Serene Corporation	-	-
6831	-	Solution It	-	-
6832	-	Idwteam Llc	-	-
6833	-	Jays Gourmet	-	-
6834	-	Delfosse Nguyen Associates Llc	-	-
6835	-	Maptext, Inc.	-	-
6836	-	Atex Inc.	-	-
6837	-	Blague Communications	-	-
6838	-	Cegedim Strategic Data Usa Llc	-	-
6839	-	Triumvir, Llc	-	-
6840	-	Chopsticks Chinese Restaurant Corp	-	-
6841	-	Ita Wms Corporation	-	-
6842	-	Jun Lee	-	-
6843	-	Rfp Depot Llc	-	-
6844	-	Inceptron Group Inc	-	-
6845	-	E5 Systems Inc.	-	-
6846	-	Isirona, Llc	-	-
6847	-	Guide By Cell	-	-
6848	-	Craft Llc Dba Craft Bar	-	-
6849	-	Xponential, Inc. Dba Eli Kirk	-	-
6850	-	Ag Employer Advantage, Inc.	-	-
6851	-	Indie, Inc.	-	-
6852	-	Mr. Chow Enterprises Ltd	-	-
6853	-	Mm Napa, Llc.	-	-
6854	-	Maptek	-	-
6855	-	Pavan Hospitality Llc	-	-
6856	-	Tate & Willis Inc. Dba Gulf Breeze Software Partne	-	-
6857	-	Reunify Llc	-	-
6858	-	Seedac, Llc	-	-
6859	-	Optimum I T Soultions Inc.	-	-
6860	-	New Media Worx, Inc.	-	-
6861	-	Lumedx Corporation	-	-
6862	-	Optimos International Llc	-	-
6863	-	M.C. Restaurant Corp.	-	-
6864	-	Room 77, Inc.	-	-
6865	-	Core Projects & Technologies Ltd.	-	-
6866	-	D.B. Systems Corporation	-	-
6867	-	Plunet, Inc.	-	-
6868	-	Atea Technologies Llc.	-	-
6869	-	Not Your Average Joe's, Inc.	-	-
6870	-	Prism Microsystems, Inc.	-	-
6871	-	Baja Bar And Grill	-	-
6872	-	Paciolan, Inc.	-	-
6873	-	Superior Information Technologies Llc	-	-
6874	-	De La Fontaine Llc	-	-
6875	-	Internet Telephone Provider Inc.	-	-
6876	-	Zienon Llc	-	-
6877	-	Anika Hospitality Inc	-	-
6878	-	Tight Lines, Inc. Dba Spumoni	-	-
6879	-	Official Payments Holdings, Inc.	-	-
6880	-	Response Computer Group, Inc.	-	-
6881	-	Creative Computing Inc.	-	-
6882	-	Shiki Group, Inc.	-	-
6883	-	Netboss Technologies, Inc.	-	-
6884	-	Arandas Inc.	-	-
6885	-	Spear Management Company	-	-
6886	-	Notable Solutions, Inc.	-	-
6887	-	Mangostine, Inc.	-	-
6888	-	Opera Software Americas Llc	-	-
6889	-	Screamline Investment Corp. Dba Tourcoach Charter	-	-
6890	-	Pairpoint Goup, Inc.	-	-
6891	-	Cyril Moore, Inc	-	-
6892	-	Burek,Llc	-	-
6893	-	Host Hotels & Resorts	-	-
6894	-	Gia Sai Corp., Dba Da' Pasquale	-	-
6895	-	Innopath Software	-	-
6896	-	Mk Foods Llc	-	-
6897	-	Technosecure Corporation	-	-
6898	-	Shri Maruti Soham Inc	-	-
6899	-	Arch Fellow Llc	-	-
6900	-	Nortec Communications, Inc.	-	-
6901	-	Last K.O., Llc	-	-
6902	-	Bigmachines, Inc.	-	-
6903	-	Jide Software, Inc.	-	-
6904	-	Myeong Enterprises, Inc	-	-
6905	-	Cti Network Group Llc	-	-
6906	-	Healthfusion, Inc.	-	-
6907	-	Desi Village Restaurant, Inc	-	-
6908	-	Duffy Associates Inc. D/B/A Ctr Systems Parking In	-	-
6909	-	Universal Realm Enterprises Inc	-	-
6910	-	Tidemark Systems Inc.	-	-
6911	-	Bigham Cable Const. Inc.	-	-
6912	-	Triandron Diners, Inc.	-	-
6913	-	Netcom Learning Inc-Ny	-	-
6914	-	Intrepidus Group, Inc.	-	-
6915	-	The Dupage Club, Llc	-	-
6916	-	Drumbeat Digital, Llc Dba Heartbeat Ideas	-	-
6917	-	Thm Consultants, Inc. Dba Sai Technology	-	-
6918	-	Computers Guru Inc.	-	-
6919	-	Medhelp International, Inc.	-	-
6920	-	Parature, Inc.	-	-
6921	-	Delcam Usa	-	-
6922	-	Apurva Tech, Inc.	-	-
6923	-	Network Deployment Specialists, Inc. Dba Ami	-	-
6924	-	Tensilica, Inc	-	-
6925	-	Albertos Mexican Food Of Hurricane Llc	-	-
6926	-	Aladiz Llc	-	-
6927	-	Kaba Benzing America, Inc	-	-
6928	-	Edge Of Reality Ltd	-	-
6929	-	Telophase Corporation	-	-
6930	-	Advansoft Inc.	-	-
6931	-	Flour + Water	-	-
6932	-	Aurora Systems Group, Inc.	-	-
6933	-	Peoplenet Incorporated	-	-
6934	-	449 Restaurant, Inc. Dba Moonstruck On Third Restaurant	-	-
6935	-	Restaurant Investment At Doral Llc	-	-
6936	-	L'Orma - Dba Kyma Lounge	-	-
6937	-	Realtick Llc	-	-
6938	-	Smj & Kobe Grill, Inc.	-	-
6939	-	Systemguru, Inc.	-	-
6940	-	Sungard Eprocess Intelligence Llc	-	-
6941	-	Jwon Llc (Dba) Sushi Station	-	-
6942	-	Lumeris, Inc.	-	-
6943	-	Mavrick Software And Telecom Services, Inc.	-	-
6944	-	Netxar Technologies, Inc.	-	-
6945	-	Pan Pan Express, Inc.	-	-
6946	-	Ozelmas Corp	-	-
6947	-	Ramsell Holding Corporation	-	-
6948	-	Credibility Assessment Technologies, Llc	-	-
6949	-	Sanritz America, Inc.	-	-
6950	-	Mj Saleh, Llc Dba Native New Yorker	-	-
6951	-	Pizza Patron, Inc.	-	-
6952	-	Di-Chan	-	-
6953	-	Sun Global Technologies, Inc	-	-
6954	-	Edl Consulting Ltd.	-	-
6955	-	Mach One Technologies, Inc	-	-
6956	-	Tm Generation Inc.	-	-
6957	-	Power Telecomm, Inc.	-	-
6958	-	Common Wells Corporation	-	-
6959	-	Customer Support Services, Inc.	-	-
6960	-	Insors Integrated Communications, Inc.	-	-
6961	-	Troux Technologies, Inc.	-	-
6962	-	Ssdh Dba En Fuego Restaurant	-	-
6963	-	Am Restaurant Group D/B/A Pesce Pasta Restaurant	-	-
6964	-	Doon Technologies, Inc.	-	-
6965	-	Callsource	-	-
6966	-	6555 Sugarloaf Parkway Operations Llc	-	-
6967	-	Sal's Ristorante Italiano	-	-
6968	-	Media Systems Integration, Llc	-	-
6969	-	Om Computer Services Llc	-	-
6970	-	Candela Network Llc	-	-
6971	-	Qi Will Inc.	-	-
6972	-	Bytemanagers, Inc.	-	-
6973	-	United Information Services, Inc.	-	-
6974	-	Nippon Sushi, Inc.	-	-
6975	-	Marri's Pizza Italian Restaurant	-	-
6976	-	G Street Foods, Inc.	-	-
6977	-	Web4, Inc.	-	-
6978	-	Yusen Travel (Usa), Inc.	-	-
6979	-	Global Workforce Partners Inc	-	-
6980	-	K And Y Investment Llc	-	-
6981	-	Gs Dallas Lp	-	-
6982	-	La Cosecha, Inc.	-	-
6983	-	Super 8 Motel	-	-
6984	-	Sg Interactive, Inc.	-	-
6985	-	Branford Holiday Llc	-	-
6986	-	Zenverge, Inc.	-	-
6987	-	Titan Technology Partners	-	-
6988	-	Gannaway Web Holdings Llc D/B/A Worldnow	-	-
6989	-	Rearden Commerce, Inc.	-	-
6990	-	U&X Group, Inc.	-	-
6991	-	Anchcomm Inc.	-	-
6992	-	Saran Indian Cuisine	-	-
6993	-	Wild Rose Food And Spirit Co	-	-
6994	-	Tioga Valley Inc	-	-
6995	-	3v Solutions Llc	-	-
6996	-	Proser Corporation	-	-
6997	-	Yoon Lincoln Towers, Inc.	-	-
6998	-	Iny, Inc.	-	-
6999	-	Peking Five, Inc.	-	-
7000	-	The Software Construction Company	-	-
7001	-	Sgc Investment, Inc. Dba One Sushi & Grill	-	-
7002	-	Cheshire Information Technology Group	-	-
7003	-	Unitedleos Inc.	-	-
7004	-	E&I Specialty	-	-
7005	-	Summit Systems, Inc. (D/B/A/ Misys Banking System	-	-
7006	-	Compass Labs, Inc.	-	-
7007	-	Netchemia, Llc	-	-
7008	-	Specialists In Custom Software	-	-
7009	-	Livevol, Inc.	-	-
7010	-	Gannett Media Technologies International	-	-
7011	-	Tri Color Inc T/A Harley's Irish Pub	-	-
7012	-	Edgecast Networks, Inc.	-	-
7013	-	Unedollar Consulting Services	-	-
7014	-	Helios And Matheson Analytics Inc	-	-
7015	-	Katribu Hayward, Inc.	-	-
7016	-	Cedarcrestone, Inc.	-	-
7017	-	Ilio Enterprises, Llc	-	-
7018	-	Linestream Technologies	-	-
7019	-	Itworqs Llc	-	-
7020	-	Certified Vendor Inc	-	-
7021	-	Longi Engineering, P.C.	-	-
7022	-	Glasshouse Technologies, Inc.	-	-
7023	-	Baynote, Inc.	-	-
7024	-	7hills-It.Com, Inc.	-	-
7025	-	Minnesota Consulting Solutions, Llc	-	-
7026	-	Ramtron International Corporation	-	-
7027	-	Industrybuilt Software Ltd.	-	-
7028	-	Tellus Solutions Inc.	-	-
7029	-	Supportsoft,Inc	-	-
7030	-	May's Ku E Ba Inc.	-	-
7031	-	Swiss Corner, Inc. D/B/A Saltwater Cafe	-	-
7032	-	Infinitt North America Inc.	-	-
7033	-	Hotel Nikko Guam	-	-
7034	-	Ann's Putmanlake Rv Park And Campground Inc.	-	-
7035	-	Chef Sake Restaurant And Sushi Bar	-	-
7036	-	Techenzyme Inc	-	-
7037	-	Tribeca Baked Foods Corp. D.B.A. Gee Whiz Diner	-	-
7038	-	Apriso Corporation	-	-
7039	-	Propose#101inc	-	-
7040	-	Actel Corporation	-	-
7041	-	Usablenet Inc	-	-
7042	-	Sage Assurity Financial, Inc.	-	-
7043	-	Takee International Inc.	-	-
7044	-	Nissin Travel Service (U.S.A.), Inc.	-	-
7045	-	Piccolo Nido Inc.	-	-
7046	-	Craftsteak Nyc, Llc Dba Colicchio & Sons	-	-
7047	-	Dburns Design Corp.	-	-
7048	-	Selectica Inc.	-	-
7049	-	Zeropong International Trading Llc	-	-
7050	-	Scarsdale Catering Corporation	-	-
7051	-	Keane, Inc.	-	-
7052	-	Green Infosystems Llc	-	-
7053	-	Cerrato's Inc.	-	-
7054	-	Collabera Solutions Private Limited	-	-
7055	-	Queen Of Sheba Restaurant	-	-
7056	-	Nagoya Japanese Steak & Seafood, Inc.	-	-
7057	-	Mandarin Ying Inc	-	-
7058	-	Pacifica Systems Integration Group	-	-
7059	-	Little Szechuan Restaurant	-	-
7060	-	Welldoc Communications Inc	-	-
7061	-	Rs Computer Associates, Llc	-	-
7062	-	Pmc-Sierra Us, Inc.	-	-
7063	-	Casa Ranchero	-	-
7064	-	All Over Import And Export, Inc.	-	-
7065	-	All Vacations Of The Americas, Inc.	-	-
7066	-	Rhino Fire Protection Engineering, Pllc	-	-
7067	-	Elandia Technologies, Inc.	-	-
7068	-	Quiline Software Solutions Inc	-	-
7069	-	Helga's Caterers	-	-
7070	-	Donnelly Restaurant Associates, Inc.	-	-
7071	-	Rhapsody Solutions, Llc.	-	-
7072	-	United Domains, Inc	-	-
7073	-	Bluewater Communications Group Llc	-	-
7074	-	Saas Software Inc	-	-
7075	-	Appsense Inc.	-	-
7076	-	State Plaza Hotel, Inc	-	-
7077	-	Citagus Software Usa Incorporated	-	-
7078	-	C3, Llc	-	-
7079	-	Diverse Computer Corporation	-	-
7080	-	Paydiant, Inc.	-	-
7081	-	Insightsone Systems	-	-
7082	-	Dass Internatonal, Inc.	-	-
7083	-	Milner Technologies, Inc. Fna Comsquared Systems,	-	-
7084	-	Causata, Inc.	-	-
7085	-	Esolutions Integrated Inc.	-	-
7086	-	Eighteen Tigers, Inc	-	-
7087	-	Interstate Business Equipment, Inc.	-	-
7088	-	Djgk, Inc. Dba: Mannarang Food Court	-	-
7089	-	Ricoh Production Print Solutions	-	-
7090	-	Byo Co Usa Ltd	-	-
7091	-	Innovative Network Solutions, Inc	-	-
7092	-	Carrier Iq, Inc.	-	-
7093	-	99runs Inc.	-	-
7094	-	The Hdf Group, Inc.	-	-
7095	-	Mercury Data Systems, Inc.	-	-
7096	-	Defoor & Morgana, Inc.	-	-
7097	-	Worklight Inc	-	-
7098	-	Apolent Corporation	-	-
7099	-	Core Associates, Llc	-	-
7100	-	Luigi's Restaurant	-	-
7101	-	Novaglobe, Inc.	-	-
7102	-	Amr Technology, Inc.	-	-
7103	-	Ginza 2 Llc	-	-
7104	-	Classic Restaurant Partners Lp Dba Savona	-	-
7105	-	Altek Computer Group	-	-
7106	-	Globalvise Inc	-	-
7107	-	Cosmo Computer Inc.	-	-
7108	-	Yumi To Go 1, Llc	-	-
7109	-	Hotel Systemspro	-	-
7110	-	Pangea Solutions Inc.	-	-
7111	-	Upstairs On The Square	-	-
7112	-	Takamatsu On Dunlap, Inc	-	-
7113	-	Hostway	-	-
7114	-	Editshare	-	-
7115	-	Retail Technologies	-	-
7116	-	United Will Kyoto Usa Inc	-	-
7117	-	4d Security Solutions, Inc.	-	-
7118	-	Tropos Networks, Inc.	-	-
7119	-	Stamford Hospitality Lp	-	-
7120	-	Centralert, Inc.	-	-
7121	-	Fusionsis Inc	-	-
7122	-	Livefyre, Inc.	-	-
7123	-	Netdna, Llc	-	-
7124	-	Veselka Enterprises, Ltd	-	-
7125	-	T C N, Inc.	-	-
7126	-	Nbr Ranch Holdings	-	-
7127	-	New Kang Suh, Inc	-	-
7128	-	Miracle Technologies Inc.	-	-
7129	-	Koraku Restaurant	-	-
7130	-	Entrepidus Llc	-	-
7131	-	Columbia Hospitality, Inc.	-	-
7132	-	Ravh-It, Inc.	-	-
7133	-	Vburst Software Llc	-	-
7134	-	Sushi N I	-	-
7135	-	Good Enough To Eat Uptown, Ltd.	-	-
7136	-	Cvidya Networks, Inc.	-	-
7137	-	Particle Inc	-	-
7138	-	Khrg Serrano Llc	-	-
7139	-	Legal Discovery Llc	-	-
7140	-	Actionable Intelligence Technologies Inc	-	-
7141	-	Jasper Design Automation, Inc.	-	-
7142	-	Gemini Systems Worldwide	-	-
7143	-	Codepartners Llc	-	-
7144	-	Lucky Dragon Investment Inc.	-	-
7145	-	Er & Ag Inc. Dba: Giwa Korean Restaurant	-	-
7146	-	Birch Communications	-	-
7147	-	House Of Kobe, Inc.	-	-
7148	-	Beacon Application Services Corp.	-	-
7149	-	Lazzari Corp.	-	-
7150	-	Philip Todd Llc	-	-
7151	-	Energov Solutions	-	-
7152	-	Lantell Systems, Llc	-	-
7153	-	Qcera Inc	-	-
7154	-	Sungard Vpm, Inc.	-	-
7155	-	Navel Technologies Inc	-	-
7156	-	Iplogic, Incorporated	-	-
7157	-	522 W. 38th St. Ny Llc	-	-
7158	-	Softek International, Inc.	-	-
7159	-	Yousendit, Inc.	-	-
7160	-	Don Pepi Deli, Inc.	-	-
7161	-	Miracle Tv Corporation	-	-
7162	-	Madres Restaurant, Llc	-	-
7163	-	Gfi Usa, Inc.	-	-
7164	-	Global Gourmet, Inc.	-	-
7165	-	Interwoven, Inc.	-	-
7166	-	Russian National Group, Inc	-	-
7167	-	Gnip, Inc.	-	-
7168	-	Enable Healthcare Inc.	-	-
7169	-	Limeleap Inc.	-	-
7170	-	Ortiva Wireless	-	-
7171	-	Red Oak Technologies, Inc.	-	-
7172	-	Bella Pasta	-	-
7173	-	Logicblox	-	-
7174	-	Wavemarket, Inc.	-	-
7175	-	Arecat Restauraunt Corp.	-	-
7176	-	Carma Cinco Llc	-	-
7177	-	Gse Envision Llc	-	-
7178	-	Calmtel Usa Inc	-	-
7179	-	Global Computer Associates	-	-
7180	-	Junction Solutions	-	-
7181	-	Vsg Acquisition Corporation	-	-
7182	-	Tunesat Llc	-	-
7183	-	Jag Guru Inc. Dba Hampton Inn	-	-
7184	-	Nrg-Edge, Llc	-	-
7185	-	American Casino & Entertainment Properties, Llc	-	-
7186	-	Kno, Inc.	-	-
7187	-	Diamond Management And Technology Consultants, Inc	-	-
7188	-	Med-Plus, Inc.	-	-
7189	-	Impiger Technologies Inc.	-	-
7190	-	Salt & Light Of Sk Llc	-	-
7191	-	Broadlight, Inc	-	-
7192	-	Foliage, Inc.	-	-
7193	-	Mblox Inc.	-	-
7194	-	Technolyst, Inc.	-	-
7195	-	Half Moon Junction, Inc. D/B/A The Full Moon Cafe	-	-
7196	-	Mashon, Inc.	-	-
7197	-	E-Freight Technology, Inc.	-	-
7198	-	Coverity, Inc.	-	-
7199	-	Frontrange Solutions Usa Inc.	-	-
7200	-	Videointegrators Export Co.	-	-
7201	-	South American Restaurants Corp	-	-
7202	-	Osaka Sushi Restaurant	-	-
7203	-	Lmmm Houston #47, Ltd.	-	-
7204	-	J&R Restaurant Corp	-	-
7205	-	Katy's Dumpling House	-	-
7206	-	Pho Ha	-	-
7207	-	Exxim Computing Corporation	-	-
7208	-	Tomax Corporation	-	-
7209	-	Ticketmob Llc	-	-
7210	-	Omniscient Systems, Inc.	-	-
7211	-	Best One Restaurant, Inc.	-	-
7212	-	Call Inc	-	-
7213	-	Crazy Sushi Inc	-	-
7214	-	Fig & Olive Thirteen Street Llc	-	-
7215	-	Quasars,Inc	-	-
7216	-	Step Up Systems Group Llc	-	-
7217	-	Fah Sai Llc	-	-
7218	-	Aicent, Inc.	-	-
7219	-	Prospect Associates, Llc.	-	-
7220	-	Sriak Technologies Inc.	-	-
7221	-	Taqueria El Ranchito Number Two, Inc.	-	-
7222	-	Ecologic Analytics, Llc	-	-
7223	-	Epocrates, Inc., An Athenahealth Company	-	-
7224	-	Ds Soft Tech, Inc	-	-
7225	-	Tcb Advisors Llc	-	-
7226	-	Saimtek Inc	-	-
7227	-	Pace Systems, Inc.	-	-
7228	-	Angelina's Restaurant	-	-
7229	-	Uptap, Inc.	-	-
7230	-	Hd Dimension Corp.	-	-
